date,close,volume,ticker
2021-01-04 14:30:00,129.41000366210938,143301900,AAPL
2021-01-05 14:30:00,131.00999450683594,97664900,AAPL
2021-01-06 14:30:00,126.5999984741211,155088000,AAPL
2021-01-07 14:30:00,130.9199981689453,109578200,AAPL
2021-01-08 14:30:00,132.0500030517578,105158200,AAPL
2021-01-11 14:30:00,128.97999572753906,100384500,AAPL
2021-01-12 14:30:00,128.8000030517578,91951100,AAPL
2021-01-13 14:30:00,130.88999938964844,88636800,AAPL
2021-01-14 14:30:00,128.91000366210938,90221800,AAPL
2021-01-15 14:30:00,127.13999938964844,111598500,AAPL
2021-01-19 14:30:00,127.83000183105469,90757300,AAPL
2021-01-20 14:30:00,132.02999877929688,104319500,AAPL
2021-01-21 14:30:00,136.8699951171875,120150900,AAPL
2021-01-22 14:30:00,139.07000732421875,114459400,AAPL
2021-01-25 14:30:00,142.9199981689453,157611700,AAPL
2021-01-26 14:30:00,143.16000366210938,98390600,AAPL
2021-01-27 14:30:00,142.05999755859375,140843800,AAPL
2021-01-28 14:30:00,137.08999633789062,142621100,AAPL
2021-01-29 14:30:00,131.9600067138672,177523800,AAPL
2021-02-01 14:30:00,134.13999938964844,106239800,AAPL
2021-02-02 14:30:00,134.99000549316406,83305400,AAPL
2021-02-03 14:30:00,133.94000244140625,89880900,AAPL
2021-02-04 14:30:00,137.38999938964844,84183100,AAPL
2021-02-05 14:30:00,136.75999450683594,75693800,AAPL
2021-02-08 14:30:00,136.91000366210938,71297200,AAPL
2021-02-09 14:30:00,136.00999450683594,76774200,AAPL
2021-02-10 14:30:00,135.38999938964844,73046600,AAPL
2021-02-11 14:30:00,135.1300048828125,64280000,AAPL
2021-02-12 14:30:00,135.3699951171875,60145100,AAPL
2021-02-16 14:30:00,133.19000244140625,80576300,AAPL
2021-02-17 14:30:00,130.83999633789062,97918500,AAPL
2021-02-18 14:30:00,129.7100067138672,96856700,AAPL
2021-02-19 14:30:00,129.8699951171875,87668800,AAPL
2021-02-22 14:30:00,126.0,103916400,AAPL
2021-02-23 14:30:00,125.86000061035156,158273000,AAPL
2021-02-24 14:30:00,125.3499984741211,111039900,AAPL
2021-02-25 14:30:00,120.98999786376953,148199500,AAPL
2021-02-26 14:30:00,121.26000213623047,164560400,AAPL
2021-03-01 14:30:00,127.79000091552734,116307900,AAPL
2021-03-02 14:30:00,125.12000274658203,102260900,AAPL
2021-03-03 14:30:00,122.05999755859375,112966300,AAPL
2021-03-04 14:30:00,120.12999725341797,178155000,AAPL
2021-03-05 14:30:00,121.41999816894531,153766600,AAPL
2021-03-08 14:30:00,116.36000061035156,154376600,AAPL
2021-03-09 14:30:00,121.08999633789062,129525800,AAPL
2021-03-10 14:30:00,119.9800033569336,111943300,AAPL
2021-03-11 14:30:00,121.95999908447266,103026500,AAPL
2021-03-12 14:30:00,121.02999877929688,88105100,AAPL
2021-03-15 13:30:00,123.98999786376953,92403800,AAPL
2021-03-16 13:30:00,125.56999969482422,115227900,AAPL
2021-03-17 13:30:00,124.76000213623047,111932600,AAPL
2021-03-18 13:30:00,120.52999877929688,121229700,AAPL
2021-03-19 13:30:00,119.98999786376953,185549500,AAPL
2021-03-22 13:30:00,123.38999938964844,111912300,AAPL
2021-03-23 13:30:00,122.54000091552734,95467100,AAPL
2021-03-24 13:30:00,120.08999633789062,88530500,AAPL
2021-03-25 13:30:00,120.58999633789062,98844700,AAPL
2021-03-26 13:30:00,121.20999908447266,94071200,AAPL
2021-03-29 13:30:00,121.38999938964844,80819200,AAPL
2021-03-30 13:30:00,119.9000015258789,85671900,AAPL
2021-03-31 13:30:00,122.1500015258789,118323800,AAPL
2021-04-01 13:30:00,123.0,75089100,AAPL
2021-04-05 13:30:00,125.9000015258789,88651200,AAPL
2021-04-06 13:30:00,126.20999908447266,80171300,AAPL
2021-04-07 13:30:00,127.9000015258789,83466700,AAPL
2021-04-08 13:30:00,130.36000061035156,88844600,AAPL
2021-04-09 13:30:00,133.0,106686700,AAPL
2021-04-12 13:30:00,131.24000549316406,91420000,AAPL
2021-04-13 13:30:00,134.42999267578125,91266500,AAPL
2021-04-14 13:30:00,132.02999877929688,87222800,AAPL
2021-04-15 13:30:00,134.5,89347100,AAPL
2021-04-16 13:30:00,134.16000366210938,84922400,AAPL
2021-04-19 13:30:00,134.83999633789062,94264200,AAPL
2021-04-20 13:30:00,133.11000061035156,94812300,AAPL
2021-04-21 13:30:00,133.5,68847100,AAPL
2021-04-22 13:30:00,131.94000244140625,84566500,AAPL
2021-04-23 13:30:00,134.32000732421875,78657500,AAPL
2021-04-26 13:30:00,134.72000122070312,66905100,AAPL
2021-04-27 13:30:00,134.38999938964844,66015800,AAPL
2021-04-28 13:30:00,133.5800018310547,107760100,AAPL
2021-04-29 13:30:00,133.47999572753906,151101000,AAPL
2021-04-30 13:30:00,131.4600067138672,109839500,AAPL
2021-05-03 13:30:00,132.5399932861328,75135100,AAPL
2021-05-04 13:30:00,127.8499984741211,137564700,AAPL
2021-05-05 13:30:00,128.10000610351562,84000900,AAPL
2021-05-06 13:30:00,129.74000549316406,78128300,AAPL
2021-05-07 13:30:00,130.2100067138672,78973300,AAPL
2021-05-10 13:30:00,126.8499984741211,88071200,AAPL
2021-05-11 13:30:00,125.91000366210938,126142800,AAPL
2021-05-12 13:30:00,122.7699966430664,112172300,AAPL
2021-05-13 13:30:00,124.97000122070312,105861300,AAPL
2021-05-14 13:30:00,127.44999694824219,81918000,AAPL
2021-05-17 13:30:00,126.2699966430664,74244600,AAPL
2021-05-18 13:30:00,124.8499984741211,63342900,AAPL
2021-05-19 13:30:00,124.69000244140625,92612000,AAPL
2021-05-20 13:30:00,127.30999755859375,76857100,AAPL
2021-05-21 13:30:00,125.43000030517578,79295400,AAPL
2021-05-24 13:30:00,127.0999984741211,63092900,AAPL
2021-05-25 13:30:00,126.9000015258789,72009500,AAPL
2021-05-26 13:30:00,126.8499984741211,56575900,AAPL
2021-05-27 13:30:00,125.27999877929688,94625600,AAPL
2021-05-28 13:30:00,124.61000061035156,71311100,AAPL
2021-06-01 13:30:00,124.27999877929688,67637100,AAPL
2021-06-02 13:30:00,125.05999755859375,59278900,AAPL
2021-06-03 13:30:00,123.54000091552734,76229200,AAPL
2021-06-04 13:30:00,125.88999938964844,75169300,AAPL
2021-06-07 13:30:00,125.9000015258789,71057600,AAPL
2021-06-08 13:30:00,126.73999786376953,74403800,AAPL
2021-06-09 13:30:00,127.12999725341797,56877900,AAPL
2021-06-10 13:30:00,126.11000061035156,71186400,AAPL
2021-06-11 13:30:00,127.3499984741211,53522400,AAPL
2021-06-14 13:30:00,130.47999572753906,96906500,AAPL
2021-06-15 13:30:00,129.63999938964844,62746300,AAPL
2021-06-16 13:30:00,130.14999389648438,91815000,AAPL
2021-06-17 13:30:00,131.7899932861328,96721700,AAPL
2021-06-18 13:30:00,130.4600067138672,108953300,AAPL
2021-06-21 13:30:00,132.3000030517578,79663300,AAPL
2021-06-22 13:30:00,133.97999572753906,74783600,AAPL
2021-06-23 13:30:00,133.6999969482422,60214200,AAPL
2021-06-24 13:30:00,133.41000366210938,68711000,AAPL
2021-06-25 13:30:00,133.11000061035156,70783700,AAPL
2021-06-28 13:30:00,134.77999877929688,62111300,AAPL
2021-06-29 13:30:00,136.3300018310547,64556100,AAPL
2021-06-30 13:30:00,136.9600067138672,63261400,AAPL
2021-07-01 13:30:00,137.27000427246094,52485800,AAPL
2021-07-02 13:30:00,139.9600067138672,78852600,AAPL
2021-07-06 13:30:00,142.02000427246094,108181800,AAPL
2021-07-07 13:30:00,144.57000732421875,104911600,AAPL
2021-07-08 13:30:00,143.24000549316406,105575500,AAPL
2021-07-09 13:30:00,145.11000061035156,99890800,AAPL
2021-07-12 13:30:00,144.5,76299700,AAPL
2021-07-13 13:30:00,145.63999938964844,100827100,AAPL
2021-07-14 13:30:00,149.14999389648438,127050800,AAPL
2021-07-15 13:30:00,148.47999572753906,106820300,AAPL
2021-07-16 13:30:00,146.38999938964844,93251400,AAPL
2021-07-19 13:30:00,142.4499969482422,121434600,AAPL
2021-07-20 13:30:00,146.14999389648438,96350000,AAPL
2021-07-21 13:30:00,145.39999389648438,74993500,AAPL
2021-07-22 13:30:00,146.8000030517578,77338200,AAPL
2021-07-23 13:30:00,148.55999755859375,71447400,AAPL
2021-07-26 13:30:00,148.99000549316406,72434100,AAPL
2021-07-27 13:30:00,146.77000427246094,104818600,AAPL
2021-07-28 13:30:00,144.97999572753906,118931200,AAPL
2021-07-29 13:30:00,145.63999938964844,56699500,AAPL
2021-07-30 13:30:00,145.86000061035156,70440600,AAPL
2021-08-02 13:30:00,145.52000427246094,62880000,AAPL
2021-08-03 13:30:00,147.36000061035156,64786600,AAPL
2021-08-04 13:30:00,146.9499969482422,56368300,AAPL
2021-08-05 13:30:00,147.05999755859375,46397700,AAPL
2021-08-06 13:30:00,146.13999938964844,54126800,AAPL
2021-08-09 13:30:00,146.08999633789062,48908700,AAPL
2021-08-10 13:30:00,145.60000610351562,69023100,AAPL
2021-08-11 13:30:00,145.86000061035156,48493500,AAPL
2021-08-12 13:30:00,148.88999938964844,72282600,AAPL
2021-08-13 13:30:00,149.10000610351562,59375000,AAPL
2021-08-16 13:30:00,151.1199951171875,103296000,AAPL
2021-08-17 13:30:00,150.19000244140625,92229700,AAPL
2021-08-18 13:30:00,146.36000061035156,86326000,AAPL
2021-08-19 13:30:00,146.6999969482422,86960300,AAPL
2021-08-20 13:30:00,148.19000244140625,60549600,AAPL
2021-08-23 13:30:00,149.7100067138672,60131800,AAPL
2021-08-24 13:30:00,149.6199951171875,48606400,AAPL
2021-08-25 13:30:00,148.36000061035156,58991300,AAPL
2021-08-26 13:30:00,147.5399932861328,48597200,AAPL
2021-08-27 13:30:00,148.60000610351562,55802400,AAPL
2021-08-30 13:30:00,153.1199951171875,90956700,AAPL
2021-08-31 13:30:00,151.8300018310547,86453100,AAPL
2021-09-01 13:30:00,152.50999450683594,80313700,AAPL
2021-09-02 13:30:00,153.64999389648438,71115500,AAPL
2021-09-03 13:30:00,154.3000030517578,57808700,AAPL
2021-09-07 13:30:00,156.69000244140625,82278300,AAPL
2021-09-08 13:30:00,155.11000061035156,74420200,AAPL
2021-09-09 13:30:00,154.07000732421875,57305700,AAPL
2021-09-10 13:30:00,148.97000122070312,140893200,AAPL
2021-09-13 13:30:00,149.5500030517578,102404300,AAPL
2021-09-14 13:30:00,148.1199951171875,109296300,AAPL
2021-09-15 13:30:00,149.02999877929688,83281300,AAPL
2021-09-16 13:30:00,148.7899932861328,68034100,AAPL
2021-09-17 13:30:00,146.05999755859375,129868800,AAPL
2021-09-20 13:30:00,142.94000244140625,123478900,AAPL
2021-09-21 13:30:00,143.42999267578125,75834000,AAPL
2021-09-22 13:30:00,145.85000610351562,76404300,AAPL
2021-09-23 13:30:00,146.8300018310547,64838200,AAPL
2021-09-24 13:30:00,146.9199981689453,53477900,AAPL
2021-09-27 13:30:00,145.3699951171875,74150700,AAPL
2021-09-28 13:30:00,141.91000366210938,108972300,AAPL
2021-09-29 13:30:00,142.8300018310547,74602000,AAPL
2021-09-30 13:30:00,141.5,89056700,AAPL
2021-10-01 13:30:00,142.64999389648438,94639600,AAPL
2021-10-04 13:30:00,139.13999938964844,98322000,AAPL
